id,date,stp_id,farm_id,tons_delivered
43,2025-02-13,STP_KCH,F_1000,0.00
44,2025-02-14,STP_KCH,F_1000,0.00
45,2025-02-15,STP_KCH,F_1000,0.00
46,2025-02-16,STP_KCH,F_1000,0.00
47,2025-02-17,STP_KCH,F_1000,0.00
48,2025-02-18,STP_KCH,F_1000,0.00
49,2025-02-19,STP_KCH,F_1000,0.00
50,2025-02-20,STP_KCH,F_1000,0.00
51,2025-02-21,STP_KCH,F_1000,0.00
52,2025-02-22,STP_KCH,F_1000,0.00
53,2025-02-23,STP_KCH,F_1000,0.00
54,2025-02-24,STP_KCH,F_1000,0.00
55,2025-02-25,STP_KCH,F_1000,0.00
56,2025-02-26,STP_KCH,F_1000,0.00
57,2025-02-27,STP_KCH,F_1000,0.00
58,2025-02-28,STP_KCH,F_1000,0.00
59,2025-03-01,STP_KCH,F_1000,0.00
60,2025-03-02,STP_KCH,F_1000,0.00
61,2025-03-03,STP_KCH,F_1000,0.00
62,2025-03-04,STP_KCH,F_1000,0.00
63,2025-03-05,STP_KCH,F_1000,0.00
64,2025-03-06,STP_KCH,F_1000,0.00
65,2025-03-07,STP_KCH,F_1000,0.00
66,2025-03-08,STP_KCH,F_1000,0.00
67,2025-03-09,STP_KCH,F_1000,0.00
68,2025-03-10,STP_KCH,F_1000,0.00
69,2025-03-11,STP_KCH,F_1000,0.00
70,2025-03-12,STP_KCH,F_1000,0.00
71,2025-03-13,STP_KCH,F_1000,0.00
72,2025-03-14,STP_KCH,F_1000,0.00
73,2025-03-15,STP_KCH,F_1000,0.00
74,2025-03-16,STP_KCH,F_1000,0.00
75,2025-03-17,STP_KCH,F_1000,0.00
76,2025-03-18,STP_KCH,F_1000,0.00
77,2025-03-19,STP_KCH,F_1000,0.00
78,2025-03-20,STP_KCH,F_1000,0.00
79,2025-03-21,STP_KCH,F_1000,0.00
80,2025-03-22,STP_KCH,F_1000,0.00
81,2025-03-23,STP_KCH,F_1000,0.00
82,2025-03-24,STP_KCH,F_1000,0.00
83,2025-03-25,STP_KCH,F_1000,0.00
84,2025-03-26,STP_KCH,F_1000,0.00
85,2025-03-27,STP_KCH,F_1000,0.00
86,2025-03-28,STP_KCH,F_1000,0.00
87,2025-03-29,STP_KCH,F_1000,0.00
88,2025-03-30,STP_KCH,F_1000,0.00
89,2025-03-31,STP_KCH,F_1000,0.00
90,2025-04-01,STP_KCH,F_1000,0.00
91,2025-04-02,STP_KCH,F_1000,0.00
92,2025-04-03,STP_KCH,F_1000,0.00
93,2025-04-04,STP_KCH,F_1000,0.00
94,2025-04-05,STP_KCH,F_1000,0.00
95,2025-04-06,STP_KCH,F_1000,0.00
96,2025-04-07,STP_KCH,F_1000,0.00
97,2025-04-08,STP_KCH,F_1000,0.00
98,2025-04-09,STP_KCH,F_1000,0.00
99,2025-04-10,STP_KCH,F_1000,0.00
100,2025-04-11,STP_KCH,F_1000,0.00
101,2025-04-12,STP_KCH,F_1000,0.00
102,2025-04-13,STP_KCH,F_1000,0.00
103,2025-04-14,STP_KCH,F_1000,0.00
104,2025-04-15,STP_KCH,F_1000,0.00
105,2025-04-16,STP_KCH,F_1000,0.00
106,2025-04-17,STP_KCH,F_1000,0.00
107,2025-04-18,STP_KCH,F_1000,0.00
108,2025-04-19,STP_KCH,F_1000,0.00
109,2025-04-20,STP_KCH,F_1000,0.00
110,2025-04-21,STP_KCH,F_1000,0.00
111,2025-04-22,STP_KCH,F_1000,0.00
112,2025-04-23,STP_KCH,F_1000,0.00
113,2025-04-24,STP_KCH,F_1000,0.00
114,2025-04-25,STP_KCH,F_1000,0.00
115,2025-04-26,STP_KCH,F_1000,0.00
116,2025-04-27,STP_KCH,F_1000,0.00
117,2025-04-28,STP_KCH,F_1000,0.00
118,2025-04-29,STP_KCH,F_1000,0.00
119,2025-04-30,STP_KCH,F_1000,0.00
120,2025-05-01,STP_KCH,F_1000,0.00
121,2025-05-02,STP_KCH,F_1000,0.00
122,2025-05-03,STP_KCH,F_1000,0.00
123,2025-05-04,STP_KCH,F_1000,0.00
124,2025-05-05,STP_KCH,F_1000,0.00
125,2025-05-06,STP_KCH,F_1000,0.00
126,2025-05-07,STP_KCH,F_1000,0.00
127,2025-05-08,STP_KCH,F_1000,0.00
128,2025-05-09,STP_KCH,F_1000,0.00
129,2025-05-10,STP_KCH,F_1000,0.00
130,2025-05-11,STP_KCH,F_1000,0.00
131,2025-05-12,STP_KCH,F_1000,0.00
132,2025-05-13,STP_KCH,F_1000,0.00
133,2025-05-14,STP_KCH,F_1000,0.00
134,2025-05-15,STP_KCH,F_1000,0.00
135,2025-05-16,STP_KCH,F_1000,0.00
136,2025-05-17,STP_KCH,F_1000,0.00
137,2025-05-18,STP_KCH,F_1000,0.00
138,2025-05-19,STP_KCH,F_1000,0.00
139,2025-05-20,STP_KCH,F_1000,0.00
140,2025-05-21,STP_KCH,F_1000,0.00
141,2025-05-22,STP_KCH,F_1000,0.00
142,2025-05-23,STP_KCH,F_1000,0.00
143,2025-05-24,STP_KCH,F_1000,0.00
144,2025-05-25,STP_KCH,F_1000,0.00
145,2025-05-26,STP_KCH,F_1000,0.00
146,2025-05-27,STP_KCH,F_1000,0.00
147,2025-05-28,STP_KCH,F_1000,0.00
148,2025-05-29,STP_KCH,F_1000,0.00
149,2025-05-30,STP_KCH,F_1000,0.00
150,2025-05-31,STP_KCH,F_1000,0.00
151,2025-06-01,STP_KCH,F_1000,0.00
152,2025-06-02,STP_KCH,F_1000,0.00
153,2025-06-03,STP_KCH,F_1000,0.00
154,2025-06-04,STP_KCH,F_1000,0.00
155,2025-06-05,STP_KCH,F_1000,0.00
156,2025-06-06,STP_KCH,F_1000,0.00
157,2025-06-07,STP_KCH,F_1000,0.00
158,2025-06-08,STP_KCH,F_1000,0.00
159,2025-06-09,STP_KCH,F_1000,0.00
160,2025-06-10,STP_KCH,F_1000,0.00
161,2025-06-11,STP_KCH,F_1000,0.00
162,2025-06-12,STP_KCH,F_1000,0.00
163,2025-06-13,STP_KCH,F_1000,0.00
164,2025-06-14,STP_KCH,F_1000,0.00
165,2025-06-15,STP_KCH,F_1000,0.00
166,2025-06-16,STP_KCH,F_1000,0.00
167,2025-06-17,STP_KCH,F_1000,0.00
168,2025-06-18,STP_KCH,F_1000,0.00
169,2025-06-19,STP_KCH,F_1000,0.00
170,2025-06-20,STP_KCH,F_1000,0.00
171,2025-06-21,STP_KCH,F_1000,0.00
172,2025-06-22,STP_KCH,F_1000,0.00
173,2025-06-23,STP_KCH,F_1000,0.00
174,2025-06-24,STP_KCH,F_1000,0.00
175,2025-06-25,STP_KCH,F_1000,0.00
176,2025-06-26,STP_KCH,F_1000,0.00
177,2025-06-27,STP_KCH,F_1000,0.00
178,2025-06-28,STP_KCH,F_1000,0.00
179,2025-06-29,STP_KCH,F_1000,0.00
180,2025-06-30,STP_KCH,F_1000,0.00
181,2025-07-01,STP_KCH,F_1000,0.00
182,2025-07-02,STP_KCH,F_1000,0.00
183,2025-07-03,STP_KCH,F_1000,0.00
184,2025-07-04,STP_KCH,F_1000,0.00
185,2025-07-05,STP_KCH,F_1000,0.00
186,2025-07-06,STP_KCH,F_1000,0.00
187,2025-07-07,STP_KCH,F_1000,0.00
188,2025-07-08,STP_KCH,F_1000,0.00
189,2025-07-09,STP_KCH,F_1000,0.00
190,2025-07-10,STP_KCH,F_1000,0.00
191,2025-07-11,STP_KCH,F_1000,0.00
192,2025-07-12,STP_KCH,F_1000,0.00
193,2025-07-13,STP_KCH,F_1000,0.00
194,2025-07-14,STP_KCH,F_1000,0.00
195,2025-07-15,STP_KCH,F_1000,0.00
196,2025-07-16,STP_KCH,F_1000,0.00
197,2025-07-17,STP_TVM,F_1000,10.00
198,2025-07-18,STP_KKD,F_1000,10.00
199,2025-07-19,STP_TVM,F_1000,10.00
200,2025-07-20,STP_KCH,F_1000,0.00
201,2025-07-21,STP_KCH,F_1000,0.00
202,2025-07-22,STP_KCH,F_1000,0.00
203,2025-07-23,STP_KCH,F_1000,0.00
204,2025-07-24,STP_KCH,F_1000,0.00
205,2025-07-25,STP_KCH,F_1000,0.00
206,2025-07-26,STP_KCH,F_1000,0.00
207,2025-07-27,STP_KCH,F_1000,0.00
208,2025-07-28,STP_KCH,F_1000,0.00
209,2025-07-29,STP_KCH,F_1000,0.00
210,2025-07-30,STP_KCH,F_1000,0.00
211,2025-07-31,STP_KCH,F_1000,0.00
212,2025-08-01,STP_KCH,F_1000,0.00
213,2025-08-02,STP_KCH,F_1000,0.00
214,2025-08-03,STP_KCH,F_1000,0.00
215,2025-08-04,STP_KCH,F_1000,0.00
216,2025-08-05,STP_KCH,F_1000,0.00
217,2025-08-06,STP_KCH,F_1000,0.00
218,2025-08-07,STP_KCH,F_1000,0.00
219,2025-08-08,STP_KCH,F_1000,0.00
220,2025-08-09,STP_KCH,F_1000,0.00
221,2025-08-10,STP_KCH,F_1000,0.00
222,2025-08-11,STP_KCH,F_1000,0.00
223,2025-08-12,STP_KCH,F_1000,0.00
224,2025-08-13,STP_KCH,F_1000,0.00
225,2025-08-14,STP_KCH,F_1000,0.00
226,2025-08-15,STP_KCH,F_1000,0.00
227,2025-08-16,STP_KCH,F_1000,0.00
228,2025-08-17,STP_KCH,F_1000,0.00
229,2025-08-18,STP_KCH,F_1000,0.00
230,2025-08-19,STP_KCH,F_1000,0.00
231,2025-08-20,STP_KCH,F_1000,0.00
232,2025-08-21,STP_KCH,F_1000,0.00
233,2025-08-22,STP_KCH,F_1000,0.00
234,2025-08-23,STP_KCH,F_1000,0.00
235,2025-08-24,STP_KCH,F_1000,0.00
236,2025-08-25,STP_KCH,F_1000,0.00
237,2025-08-26,STP_KCH,F_1000,0.00
238,2025-08-27,STP_KCH,F_1000,0.00
239,2025-08-28,STP_KCH,F_1000,0.00
240,2025-08-29,STP_KCH,F_1000,0.00
241,2025-08-30,STP_KCH,F_1000,0.00
242,2025-08-31,STP_KCH,F_1000,0.00
243,2025-09-01,STP_KCH,F_1000,0.00
244,2025-09-02,STP_KCH,F_1000,0.00
245,2025-09-03,STP_KCH,F_1000,0.00
246,2025-09-04,STP_KCH,F_1000,0.00
247,2025-09-05,STP_KCH,F_1000,0.00
248,2025-09-06,STP_KCH,F_1000,0.00
249,2025-09-07,STP_KCH,F_1000,0.00
250,2025-09-08,STP_KCH,F_1000,0.00
251,2025-09-09,STP_KCH,F_1000,0.00
252,2025-09-10,STP_KCH,F_1000,0.00
253,2025-09-11,STP_KCH,F_1000,0.00
254,2025-09-12,STP_KCH,F_1000,0.00
255,2025-09-13,STP_KCH,F_1000,0.00
256,2025-09-14,STP_KCH,F_1000,0.00
257,2025-09-15,STP_KCH,F_1000,0.00
258,2025-09-16,STP_KCH,F_1000,0.00
259,2025-09-17,STP_KCH,F_1000,0.00
260,2025-09-18,STP_KCH,F_1000,0.00
261,2025-09-19,STP_KCH,F_1000,0.00
262,2025-09-20,STP_KCH,F_1000,0.00
263,2025-09-21,STP_KCH,F_1000,0.00
264,2025-09-22,STP_KCH,F_1000,0.00
265,2025-09-23,STP_KCH,F_1000,0.00
266,2025-09-24,STP_KCH,F_1000,0.00
267,2025-09-25,STP_KCH,F_1000,0.00
268,2025-09-26,STP_KCH,F_1000,0.00
269,2025-09-27,STP_KCH,F_1000,0.00
270,2025-09-28,STP_KCH,F_1000,0.00
271,2025-09-29,STP_KCH,F_1000,0.00
272,2025-09-30,STP_KCH,F_1000,0.00
273,2025-10-01,STP_KCH,F_1000,0.00
274,2025-10-02,STP_KCH,F_1000,0.00
275,2025-10-03,STP_KCH,F_1000,0.00
276,2025-10-04,STP_KCH,F_1000,0.00
277,2025-10-05,STP_KCH,F_1000,0.00
278,2025-10-06,STP_KCH,F_1000,0.00
279,2025-10-07,STP_KCH,F_1000,0.00
280,2025-10-08,STP_KCH,F_1000,0.00
281,2025-10-09,STP_KCH,F_1000,0.00
282,2025-10-10,STP_KCH,F_1000,0.00
283,2025-10-11,STP_KCH,F_1000,0.00
284,2025-10-12,STP_KCH,F_1000,0.00
285,2025-10-13,STP_KCH,F_1000,0.00
286,2025-10-14,STP_KCH,F_1000,0.00
287,2025-10-15,STP_KCH,F_1000,0.00
288,2025-10-16,STP_KCH,F_1000,0.00
289,2025-10-17,STP_KCH,F_1000,0.00
290,2025-10-18,STP_KCH,F_1000,0.00
291,2025-10-19,STP_KCH,F_1000,0.00
292,2025-10-20,STP_KCH,F_1000,0.00
293,2025-10-21,STP_KCH,F_1000,0.00
294,2025-10-22,STP_KCH,F_1000,0.00
295,2025-10-23,STP_KCH,F_1000,0.00
296,2025-10-24,STP_KCH,F_1000,0.00
297,2025-10-25,STP_KCH,F_1000,0.00
298,2025-10-26,STP_KCH,F_1000,0.00
299,2025-10-27,STP_KCH,F_1000,0.00
300,2025-10-28,STP_KCH,F_1000,0.00
301,2025-10-29,STP_KCH,F_1000,0.00
302,2025-10-30,STP_KCH,F_1000,0.00
303,2025-10-31,STP_KCH,F_1000,0.00
304,2025-11-01,STP_KCH,F_1000,0.00
305,2025-11-02,STP_KCH,F_1000,0.00
306,2025-11-03,STP_KCH,F_1000,0.00
307,2025-11-04,STP_KCH,F_1000,0.00
308,2025-11-05,STP_KCH,F_1000,0.00
309,2025-11-06,STP_KCH,F_1000,0.00
310,2025-11-07,STP_KCH,F_1000,0.00
311,2025-11-08,STP_KCH,F_1000,0.00
312,2025-11-09,STP_KCH,F_1000,0.00
313,2025-11-10,STP_KCH,F_1000,0.00
314,2025-11-11,STP_KCH,F_1000,0.00
315,2025-11-12,STP_KCH,F_1000,0.00
316,2025-11-13,STP_KCH,F_1000,0.00
317,2025-11-14,STP_KCH,F_1000,0.00
318,2025-11-15,STP_KCH,F_1000,0.00
319,2025-11-16,STP_KCH,F_1000,0.00
320,2025-11-17,STP_KCH,F_1000,0.00
321,2025-11-18,STP_KCH,F_1000,0.00
322,2025-11-19,STP_KCH,F_1000,0.00
323,2025-11-20,STP_KCH,F_1000,0.00
324,2025-11-21,STP_KCH,F_1000,0.00
325,2025-11-22,STP_KCH,F_1000,0.00
326,2025-11-23,STP_KCH,F_1000,0.00
327,2025-11-24,STP_KCH,F_1000,0.00
328,2025-11-25,STP_KCH,F_1000,0.00
329,2025-11-26,STP_KCH,F_1000,0.00
330,2025-11-27,STP_KCH,F_1000,0.00
331,2025-11-28,STP_KCH,F_1000,0.00
332,2025-11-29,STP_KCH,F_1000,0.00
333,2025-11-30,STP_KCH,F_1000,0.00
334,2025-12-01,STP_KCH,F_1000,0.00
335,2025-12-02,STP_KCH,F_1000,0.00
336,2025-12-03,STP_KCH,F_1000,0.00
337,2025-12-04,STP_KCH,F_1000,0.00
338,2025-12-05,STP_KCH,F_1000,0.00
339,2025-12-06,STP_KCH,F_1000,0.00
340,2025-12-07,STP_KCH,F_1000,0.00
341,2025-12-08,STP_KCH,F_1000,0.00
342,2025-12-09,STP_KCH,F_1000,0.00
343,2025-12-10,STP_KCH,F_1000,0.00
344,2025-12-11,STP_KCH,F_1000,0.00
345,2025-12-12,STP_KCH,F_1000,0.00
346,2025-12-13,STP_KCH,F_1000,0.00
347,2025-12-14,STP_KCH,F_1000,0.00
348,2025-12-15,STP_KCH,F_1000,0.00
349,2025-12-16,STP_KCH,F_1000,0.00
350,2025-12-17,STP_KCH,F_1000,0.00
351,2025-12-18,STP_KCH,F_1000,0.00
352,2025-12-19,STP_KCH,F_1000,0.00
353,2025-12-20,STP_KCH,F_1000,0.00
354,2025-12-21,STP_KCH,F_1000,0.00
355,2025-12-22,STP_KCH,F_1000,0.00
356,2025-12-23,STP_KCH,F_1000,0.00
357,2025-12-24,STP_KCH,F_1000,0.00
358,2025-12-25,STP_KCH,F_1000,0.00
359,2025-12-26,STP_KCH,F_1000,0.00
360,2025-12-27,STP_KCH,F_1000,0.00
361,2025-12-28,STP_KCH,F_1000,0.00
362,2025-12-29,STP_KCH,F_1000,0.00
363,2025-12-30,STP_KCH,F_1000,0.00
364,2025-12-31,STP_KCH,F_1000,0.00
365,2025-01-01,STP_GVR,F_1001,0.00
366,2025-01-02,STP_GVR,F_1001,0.00
367,2025-01-03,STP_GVR,F_1001,0.00
368,2025-01-04,STP_GVR,F_1001,0.00
369,2025-01-05,STP_GVR,F_1001,0.00
370,2025-01-06,STP_GVR,F_1001,0.00
371,2025-01-07,STP_GVR,F_1001,0.00
372,2025-01-08,STP_GVR,F_1001,0.00
373,2025-01-09,STP_GVR,F_1001,0.00
374,2025-01-10,STP_GVR,F_1001,0.00
375,2025-01-11,STP_GVR,F_1001,0.00
376,2025-01-12,STP_GVR,F_1001,0.00
377,2025-01-13,STP_GVR,F_1001,0.00
378,2025-01-14,STP_GVR,F_1001,0.00
379,2025-01-15,STP_GVR,F_1001,0.00
380,2025-01-16,STP_GVR,F_1001,0.00
381,2025-01-17,STP_GVR,F_1001,0.00
382,2025-01-18,STP_GVR,F_1001,0.00
383,2025-01-19,STP_GVR,F_1001,0.00
384,2025-01-20,STP_GVR,F_1001,0.00
385,2025-01-21,STP_GVR,F_1001,0.00
386,2025-01-22,STP_GVR,F_1001,0.00
387,2025-01-23,STP_GVR,F_1001,0.00
388,2025-01-24,STP_GVR,F_1001,0.00
389,2025-01-25,STP_GVR,F_1001,0.00
390,2025-01-26,STP_GVR,F_1001,0.00
391,2025-01-27,STP_GVR,F_1001,0.00
392,2025-01-28,STP_GVR,F_1001,0.00
393,2025-01-29,STP_GVR,F_1001,0.00
394,2025-01-30,STP_GVR,F_1001,0.00
395,2025-01-31,STP_GVR,F_1001,0.00
396,2025-02-01,STP_GVR,F_1001,0.00
397,2025-02-02,STP_GVR,F_1001,0.00
398,2025-02-03,STP_GVR,F_1001,0.00
399,2025-02-04,STP_GVR,F_1001,0.00
400,2025-02-05,STP_GVR,F_1001,0.00
401,2025-02-06,STP_GVR,F_1001,0.00
402,2025-02-07,STP_GVR,F_1001,0.00
403,2025-02-08,STP_GVR,F_1001,0.00
404,2025-02-09,STP_GVR,F_1001,0.00
405,2025-02-10,STP_GVR,F_1001,0.00
406,2025-02-11,STP_GVR,F_1001,0.00
407,2025-02-12,STP_GVR,F_1001,0.00
408,2025-02-13,STP_GVR,F_1001,0.00
409,2025-02-14,STP_GVR,F_1001,0.00
410,2025-02-15,STP_GVR,F_1001,0.00
411,2025-02-16,STP_GVR,F_1001,0.00
412,2025-02-17,STP_GVR,F_1001,0.00
413,2025-02-18,STP_GVR,F_1001,0.00
414,2025-02-19,STP_GVR,F_1001,0.00
415,2025-02-20,STP_GVR,F_1001,0.00
416,2025-02-21,STP_GVR,F_1001,0.00
417,2025-02-22,STP_GVR,F_1001,0.00
418,2025-02-23,STP_GVR,F_1001,0.00
419,2025-02-24,STP_GVR,F_1001,0.00
420,2025-02-25,STP_GVR,F_1001,0.00
421,2025-02-26,STP_GVR,F_1001,0.00
422,2025-02-27,STP_GVR,F_1001,0.00
423,2025-02-28,STP_GVR,F_1001,0.00
424,2025-03-01,STP_GVR,F_1001,0.00
425,2025-03-02,STP_GVR,F_1001,0.00
426,2025-03-03,STP_GVR,F_1001,0.00
427,2025-03-04,STP_GVR,F_1001,0.00
428,2025-03-05,STP_GVR,F_1001,0.00
429,2025-03-06,STP_GVR,F_1001,0.00
430,2025-03-07,STP_GVR,F_1001,0.00
431,2025-03-08,STP_GVR,F_1001,0.00
432,2025-03-09,STP_GVR,F_1001,0.00
433,2025-03-10,STP_GVR,F_1001,0.00
434,2025-03-11,STP_GVR,F_1001,0.00
435,2025-03-12,STP_GVR,F_1001,0.00
436,2025-03-13,STP_GVR,F_1001,0.00
437,2025-03-14,STP_GVR,F_1001,0.00
438,2025-03-15,STP_GVR,F_1001,0.00
439,2025-03-16,STP_GVR,F_1001,0.00
440,2025-03-17,STP_GVR,F_1001,0.00
441,2025-03-18,STP_GVR,F_1001,0.00
442,2025-03-19,STP_GVR,F_1001,0.00
443,2025-03-20,STP_GVR,F_1001,0.00
444,2025-03-21,STP_GVR,F_1001,0.00
445,2025-03-22,STP_GVR,F_1001,0.00
446,2025-03-23,STP_GVR,F_1001,0.00
447,2025-03-24,STP_GVR,F_1001,0.00
448,2025-03-25,STP_GVR,F_1001,0.00
449,2025-03-26,STP_GVR,F_1001,0.00
450,2025-03-27,STP_GVR,F_1001,0.00
451,2025-03-28,STP_GVR,F_1001,0.00
452,2025-03-29,STP_GVR,F_1001,0.00
453,2025-03-30,STP_GVR,F_1001,0.00
454,2025-03-31,STP_GVR,F_1001,0.00
455,2025-04-01,STP_GVR,F_1001,0.00
456,2025-04-02,STP_GVR,F_1001,0.00
457,2025-04-03,STP_GVR,F_1001,0.00
458,2025-04-04,STP_GVR,F_1001,0.00
459,2025-04-05,STP_GVR,F_1001,0.00
460,2025-04-06,STP_GVR,F_1001,0.00
461,2025-04-07,STP_GVR,F_1001,0.00
462,2025-04-08,STP_GVR,F_1001,0.00
463,2025-04-09,STP_GVR,F_1001,0.00
464,2025-04-10,STP_GVR,F_1001,0.00
465,2025-04-11,STP_GVR,F_1001,0.00
466,2025-04-12,STP_GVR,F_1001,0.00
467,2025-04-13,STP_GVR,F_1001,0.00
468,2025-04-14,STP_GVR,F_1001,0.00
469,2025-04-15,STP_GVR,F_1001,0.00
470,2025-04-16,STP_GVR,F_1001,0.00
471,2025-04-17,STP_GVR,F_1001,0.00
472,2025-04-18,STP_GVR,F_1001,0.00
473,2025-04-19,STP_GVR,F_1001,0.00
474,2025-04-20,STP_GVR,F_1001,0.00
475,2025-04-21,STP_GVR,F_1001,0.00
476,2025-04-22,STP_GVR,F_1001,0.00
477,2025-04-23,STP_GVR,F_1001,0.00
478,2025-04-24,STP_GVR,F_1001,0.00
479,2025-04-25,STP_GVR,F_1001,0.00
480,2025-04-26,STP_GVR,F_1001,0.00
481,2025-04-27,STP_GVR,F_1001,0.00
482,2025-04-28,STP_GVR,F_1001,0.00
483,2025-04-29,STP_GVR,F_1001,0.00
484,2025-04-30,STP_GVR,F_1001,0.00
485,2025-05-01,STP_GVR,F_1001,0.00
486,2025-05-02,STP_GVR,F_1001,0.00
487,2025-05-03,STP_GVR,F_1001,0.00
488,2025-05-04,STP_GVR,F_1001,0.00
489,2025-05-05,STP_GVR,F_1001,0.00
490,2025-05-06,STP_GVR,F_1001,0.00
491,2025-05-07,STP_GVR,F_1001,0.00
492,2025-05-08,STP_GVR,F_1001,0.00
493,2025-05-09,STP_GVR,F_1001,0.00
494,2025-05-10,STP_GVR,F_1001,0.00
495,2025-05-11,STP_GVR,F_1001,0.00
496,2025-05-12,STP_GVR,F_1001,0.00
497,2025-05-13,STP_GVR,F_1001,0.00
498,2025-05-14,STP_GVR,F_1001,0.00
499,2025-05-15,STP_GVR,F_1001,0.00
500,2025-05-16,STP_GVR,F_1001,0.00
501,2025-05-17,STP_GVR,F_1001,0.00
502,2025-05-18,STP_GVR,F_1001,0.00
503,2025-05-19,STP_GVR,F_1001,0.00
504,2025-05-20,STP_GVR,F_1001,0.00
505,2025-05-21,STP_GVR,F_1001,0.00
506,2025-05-22,STP_GVR,F_1001,0.00
507,2025-05-23,STP_GVR,F_1001,0.00
508,2025-05-24,STP_GVR,F_1001,0.00
509,2025-05-25,STP_GVR,F_1001,0.00
510,2025-05-26,STP_GVR,F_1001,0.00
511,2025-05-27,STP_GVR,F_1001,0.00
512,2025-05-28,STP_GVR,F_1001,0.00
513,2025-05-29,STP_GVR,F_1001,0.00
514,2025-05-30,STP_GVR,F_1001,0.00
515,2025-05-31,STP_GVR,F_1001,0.00
516,2025-06-01,STP_GVR,F_1001,0.00
517,2025-06-02,STP_GVR,F_1001,0.00
518,2025-06-03,STP_GVR,F_1001,0.00
519,2025-06-04,STP_GVR,F_1001,0.00
520,2025-06-05,STP_GVR,F_1001,0.00
521,2025-06-06,STP_GVR,F_1001,0.00
522,2025-06-07,STP_GVR,F_1001,0.00
523,2025-06-08,STP_GVR,F_1001,0.00
524,2025-06-09,STP_GVR,F_1001,0.00
525,2025-06-10,STP_KCH,F_1001,10.00
526,2025-06-11,STP_GVR,F_1001,0.00
527,2025-06-12,STP_KKD,F_1001,10.00
528,2025-06-13,STP_GVR,F_1001,0.00
529,2025-06-14,STP_GVR,F_1001,0.00
530,2025-06-15,STP_GVR,F_1001,0.00
531,2025-06-16,STP_GVR,F_1001,0.00
532,2025-06-17,STP_GVR,F_1001,0.00
533,2025-06-18,STP_GVR,F_1001,0.00
534,2025-06-19,STP_GVR,F_1001,0.00
535,2025-06-20,STP_KKD,F_1001,10.00
536,2025-06-21,STP_GVR,F_1001,0.00
537,2025-06-22,STP_GVR,F_1001,0.00
538,2025-06-23,STP_GVR,F_1001,0.00
539,2025-06-24,STP_GVR,F_1001,0.00
540,2025-06-25,STP_GVR,F_1001,0.00
541,2025-06-26,STP_GVR,F_1001,0.00
542,2025-06-27,STP_GVR,F_1001,0.00
543,2025-06-28,STP_GVR,F_1001,0.00
544,2025-06-29,STP_GVR,F_1001,0.00
545,2025-06-30,STP_GVR,F_1001,0.00
546,2025-07-01,STP_GVR,F_1001,0.00
547,2025-07-02,STP_GVR,F_1001,0.00
548,2025-07-03,STP_GVR,F_1001,0.00
549,2025-07-04,STP_GVR,F_1001,0.00
550,2025-07-05,STP_GVR,F_1001,0.00
551,2025-07-06,STP_GVR,F_1001,0.00
552,2025-07-07,STP_GVR,F_1001,0.00
553,2025-07-08,STP_GVR,F_1001,0.00
554,2025-07-09,STP_GVR,F_1001,0.00
555,2025-07-10,STP_GVR,F_1001,0.00
556,2025-07-11,STP_GVR,F_1001,0.00
557,2025-07-12,STP_GVR,F_1001,0.00
